order_id,customer_id,product_id,order_date,shipping_date,delivery_date,quantity,sales,profit,discount,shipping_mode,payment_mode
ORD00193369,CUST011638,PROD01020,03-01-2020,05-01-2020,09-01-2020,1,65093,6513.32,0.2889,Standard,UPI
ORD00050365,CUST012144,PROD01050,03-01-2020,05-01-2020,10-01-2020,1,22399.3,3595.08,0.2229,Standard,Debit Card
ORD00193606,CUST012399,PROD01024,03-01-2020,06-01-2020,09-01-2020,1,39893,4083.62,0.1215,Express,Credit Card
ORD00212398,CUST010423,PROD01012,03-01-2020,05-01-2020,10-01-2020,1,18549.3,1618.42,0.1318,Express,Credit Card
ORD00244169,CUST014818,PROD01034,03-01-2020,05-01-2020,12-01-2020,1,2099.3,524.43,0.2623,Same Day,Debit Card
ORD00202652,CUST013221,PROD01023,03-01-2020,04-01-2020,06-01-2020,1,59493,5411.87,0.0577,Standard,Wallet
ORD00079074,CUST012069,PROD01026,04-01-2020,06-01-2020,13-01-2020,3,117597.9,26104.23,0.2247,Same Day,Wallet
ORD00175089,CUST010130,PROD01032,04-01-2020,07-01-2020,10-01-2020,1,1049.3,313.8,0.0621,Same Day,Debit Card
ORD00161843,CUST013119,PROD01052,04-01-2020,07-01-2020,14-01-2020,1,55993,10694.78,0.1673,Economy,COD
ORD00066491,CUST011987,PROD01007,04-01-2020,05-01-2020,09-01-2020,2,22398.6,2970.55,0.28,Economy,Net Banking
ORD00086563,CUST012076,PROD01048,04-01-2020,05-01-2020,10-01-2020,1,27999.3,4604.82,0.069,Economy,Debit Card
ORD00128746,CUST012570,PROD01036,04-01-2020,05-01-2020,12-01-2020,1,11193,2184.94,0.177,Standard,Credit Card
ORD00202727,CUST014296,PROD01023,04-01-2020,07-01-2020,11-01-2020,1,59493,3344.59,0.2858,Economy,Debit Card
ORD00079944,CUST014503,PROD01043,05-01-2020,08-01-2020,15-01-2020,2,2518.6,297.58,0.1398,Economy,Credit Card
ORD00150476,CUST011684,PROD01044,05-01-2020,06-01-2020,09-01-2020,1,38493,7994,0.0756,Economy,Net Banking
ORD00241738,CUST013401,PROD01039,05-01-2020,06-01-2020,12-01-2020,1,16799.3,1824.78,0.1278,Economy,COD
ORD00222363,CUST011861,PROD01002,05-01-2020,07-01-2020,14-01-2020,2,20998.6,2521.02,0.153,Standard,Credit Card
ORD00147018,CUST011564,PROD01013,05-01-2020,06-01-2020,13-01-2020,2,181860,20905.81,0.164,Express,Wallet
ORD00235243,CUST010229,PROD01031,05-01-2020,06-01-2020,11-01-2020,1,4899.3,1070.94,0.2912,Economy,Wallet
ORD00155879,CUST014771,PROD01049,05-01-2020,07-01-2020,14-01-2020,1,10499.3,1286.45,0.156,Express,Credit Card
ORD00218518,CUST013837,PROD01038,06-01-2020,08-01-2020,11-01-2020,1,29330,5837.36,0.2777,Standard,Wallet
ORD00119675,CUST012910,PROD01046,06-01-2020,09-01-2020,11-01-2020,1,73493,10150.73,0.1647,Economy,Wallet
ORD00198186,CUST011718,PROD01004,06-01-2020,08-01-2020,12-01-2020,1,41930,3001.89,0.2603,Standard,Wallet
ORD00109434,CUST012712,PROD01008,06-01-2020,09-01-2020,12-01-2020,1,17499.3,1590.37,0.0727,Standard,COD
ORD00114309,CUST010601,PROD01006,06-01-2020,07-01-2020,09-01-2020,3,58797.9,5191.78,0.2584,Same Day,Wallet
ORD00087428,CUST012355,PROD01035,06-01-2020,08-01-2020,14-01-2020,3,5247.9,1693.03,0.1178,Standard,Credit Card
ORD00174547,CUST011581,PROD01016,06-01-2020,09-01-2020,12-01-2020,1,38493,3220.27,0.1487,Standard,Net Banking
ORD00230802,CUST011892,PROD01030,06-01-2020,09-01-2020,14-01-2020,2,34986,7925.91,0.1725,Same Day,Net Banking
ORD00191298,CUST013719,PROD01041,06-01-2020,09-01-2020,12-01-2020,2,4898.6,711.38,0.2101,Standard,COD
ORD00179063,CUST010363,PROD01053,06-01-2020,09-01-2020,15-01-2020,5,174996.5,18757.52,0.0904,Express,Credit Card
ORD00053515,CUST013738,PROD01052,06-01-2020,09-01-2020,16-01-2020,1,55993,5836,0.1232,Express,UPI
ORD00071557,CUST013130,PROD01049,06-01-2020,08-01-2020,15-01-2020,1,10499.3,1435.28,0.2394,Same Day,Credit Card
ORD00238465,CUST012104,PROD01022,06-01-2020,09-01-2020,13-01-2020,1,97993,10180.04,0.0802,Express,Wallet
ORD00149914,CUST010570,PROD01007,07-01-2020,09-01-2020,14-01-2020,1,11199.3,1532.5,0.2807,Standard,Credit Card
ORD00075947,CUST010815,PROD01007,07-01-2020,09-01-2020,14-01-2020,1,11199.3,1118.18,0.192,Economy,COD
ORD00131995,CUST010457,PROD01063,08-01-2020,09-01-2020,14-01-2020,2,46198.6,9928.25,0.2685,Same Day,Net Banking
ORD00103603,CUST012210,PROD01004,08-01-2020,09-01-2020,13-01-2020,1,41930,3345.03,0.2895,Express,COD
ORD00188763,CUST011077,PROD01057,08-01-2020,09-01-2020,13-01-2020,2,25198.6,5116.23,0.1167,Economy,UPI
ORD00085815,CUST010729,PROD01034,08-01-2020,11-01-2020,17-01-2020,1,2099.3,346.65,0.2521,Standard,Wallet
ORD00058734,CUST011828,PROD01028,08-01-2020,10-01-2020,17-01-2020,1,10499.3,2279.35,0.1302,Same Day,Credit Card
ORD00146484,CUST011264,PROD01056,08-01-2020,10-01-2020,15-01-2020,1,9799.3,2802.14,0.2044,Standard,COD
ORD00238481,CUST012186,PROD01045,08-01-2020,09-01-2020,15-01-2020,1,23093,3541.02,0.1532,Same Day,Credit Card
ORD00243999,CUST010279,PROD01062,09-01-2020,11-01-2020,16-01-2020,2,69986,9562.92,0.1054,Standard,COD
ORD00079325,CUST013729,PROD01021,09-01-2020,10-01-2020,12-01-2020,2,21000,1678,0.2022,Express,UPI
ORD00182804,CUST014625,PROD01047,09-01-2020,12-01-2020,17-01-2020,1,22399.3,4734.6,0.2572,Economy,COD
ORD00107523,CUST014452,PROD01005,09-01-2020,10-01-2020,15-01-2020,2,90998.6,10886.92,0.2812,Express,Wallet
ORD00083095,CUST014457,PROD01048,09-01-2020,11-01-2020,14-01-2020,1,27999.3,4520.52,0.0897,Standard,Net Banking
ORD00173830,CUST013941,PROD01013,10-01-2020,12-01-2020,16-01-2020,1,90930,10861.52,0.1832,Express,Net Banking
ORD00072920,CUST014665,PROD01010,10-01-2020,13-01-2020,20-01-2020,1,20993,2495.66,0.196,Express,Debit Card
ORD00191663,CUST012881,PROD01022,10-01-2020,12-01-2020,15-01-2020,1,97993,8723.64,0.1787,Economy,Net Banking
ORD00129522,CUST014773,PROD01013,10-01-2020,12-01-2020,17-01-2020,1,90930,11987.81,0.2471,Standard,COD
ORD00201430,CUST013266,PROD01009,10-01-2020,11-01-2020,16-01-2020,2,41986,5188.95,0.258,Economy,Net Banking
ORD00177473,CUST013312,PROD01012,10-01-2020,13-01-2020,18-01-2020,3,55647.9,6537.78,0.1044,Express,Credit Card
ORD00069547,CUST013833,PROD01017,10-01-2020,13-01-2020,17-01-2020,1,27293,2100.24,0.1602,Same Day,Credit Card
ORD00206990,CUST014441,PROD01024,10-01-2020,11-01-2020,16-01-2020,1,39893,3885.64,0.2147,Same Day,UPI
ORD00157400,CUST010577,PROD01029,11-01-2020,14-01-2020,19-01-2020,2,100660,10442.49,0.1235,Economy,Wallet
ORD00111073,CUST011302,PROD01039,11-01-2020,13-01-2020,17-01-2020,2,33598.6,4277.17,0.0745,Standard,Debit Card
ORD00177446,CUST013921,PROD01018,11-01-2020,12-01-2020,19-01-2020,2,65786,4570.37,0.0928,Standard,Credit Card
ORD00054500,CUST013373,PROD01056,11-01-2020,13-01-2020,15-01-2020,1,9799.3,2081.46,0.1871,Standard,Net Banking
ORD00090901,CUST014079,PROD01042,11-01-2020,12-01-2020,14-01-2020,1,6999.3,816.4,0.2626,Standard,Wallet
ORD00107588,CUST013050,PROD01058,11-01-2020,13-01-2020,17-01-2020,1,629.3,202.38,0.2804,Standard,Wallet
ORD00232885,CUST012049,PROD01059,11-01-2020,14-01-2020,16-01-2020,2,2098.6,682.35,0.183,Same Day,Debit Card
ORD00206394,CUST010317,PROD01030,12-01-2020,14-01-2020,21-01-2020,1,17493,3232.81,0.2163,Same Day,Credit Card
ORD00194347,CUST013446,PROD01024,12-01-2020,13-01-2020,20-01-2020,1,39893,5491,0.1888,Standard,COD
ORD00222714,CUST012079,PROD01029,12-01-2020,14-01-2020,17-01-2020,1,50330,9648.99,0.2883,Standard,Credit Card
ORD00134245,CUST014492,PROD01011,12-01-2020,13-01-2020,16-01-2020,1,31499.3,2065.17,0.2863,Standard,Debit Card
ORD00054863,CUST014304,PROD01008,12-01-2020,13-01-2020,20-01-2020,1,17499.3,1652.44,0.2125,Express,Credit Card
ORD00135551,CUST011855,PROD01041,12-01-2020,14-01-2020,16-01-2020,1,2449.3,296.81,0.2208,Economy,Credit Card
ORD00101798,CUST012347,PROD01001,12-01-2020,14-01-2020,17-01-2020,1,38499.3,4481.3,0.2297,Standard,COD
ORD00119333,CUST012173,PROD01017,12-01-2020,13-01-2020,16-01-2020,1,27293,2472.21,0.1773,Same Day,Credit Card
ORD00189204,CUST013576,PROD01032,12-01-2020,14-01-2020,19-01-2020,1,1049.3,309.17,0.2143,Same Day,Debit Card
ORD00056249,CUST011875,PROD01026,13-01-2020,15-01-2020,17-01-2020,1,39199.3,7352.7,0.2806,Express,Credit Card
ORD00181887,CUST014880,PROD01038,13-01-2020,16-01-2020,18-01-2020,1,29330,3591.99,0.1735,Same Day,Credit Card
ORD00084785,CUST010102,PROD01013,13-01-2020,14-01-2020,21-01-2020,2,181860,31456.96,0.083,Standard,Net Banking
ORD00139807,CUST011074,PROD01011,13-01-2020,15-01-2020,22-01-2020,1,31499.3,3512.95,0.0717,Economy,Net Banking
ORD00219031,CUST010342,PROD01055,13-01-2020,14-01-2020,19-01-2020,1,6296.5,1630.14,0.1619,Express,UPI
ORD00113431,CUST011724,PROD01044,13-01-2020,14-01-2020,21-01-2020,1,38493,9080.22,0.0927,Same Day,Debit Card
ORD00206922,CUST014895,PROD01039,13-01-2020,15-01-2020,17-01-2020,1,16799.3,3413.96,0.1713,Economy,UPI
ORD00067273,CUST013190,PROD01019,13-01-2020,16-01-2020,23-01-2020,1,31493,2597.71,0.1417,Standard,Net Banking
ORD00085544,CUST013347,PROD01026,14-01-2020,17-01-2020,22-01-2020,1,39199.3,7401.19,0.0602,Standard,Debit Card
ORD00154084,CUST010173,PROD01019,14-01-2020,17-01-2020,20-01-2020,1,31493,3692.54,0.27,Same Day,Credit Card
ORD00168263,CUST014727,PROD01018,14-01-2020,17-01-2020,19-01-2020,1,32893,2736.82,0.1952,Same Day,Debit Card
ORD00088829,CUST012657,PROD01030,14-01-2020,16-01-2020,21-01-2020,1,17493,3318.88,0.2573,Economy,Debit Card
ORD00246562,CUST013330,PROD01057,14-01-2020,16-01-2020,20-01-2020,1,12599.3,3866.19,0.1535,Economy,Credit Card
ORD00051753,CUST012782,PROD01040,15-01-2020,18-01-2020,21-01-2020,1,4899.3,895.2,0.1012,Standard,Credit Card
ORD00053422,CUST012125,PROD01012,15-01-2020,18-01-2020,25-01-2020,1,18549.3,1934.84,0.0564,Standard,Wallet
ORD00095461,CUST013467,PROD01029,15-01-2020,17-01-2020,24-01-2020,1,50330,8227.95,0.064,Same Day,COD
ORD00132045,CUST013153,PROD01010,15-01-2020,17-01-2020,24-01-2020,2,41986,3239.45,0.258,Same Day,Debit Card
ORD00071412,CUST010870,PROD01032,15-01-2020,17-01-2020,19-01-2020,2,2098.6,597.51,0.1537,Express,Wallet
ORD00124053,CUST013902,PROD01020,15-01-2020,18-01-2020,21-01-2020,2,130186,9663.52,0.2963,Express,COD
ORD00089785,CUST014636,PROD01049,15-01-2020,18-01-2020,21-01-2020,1,10499.3,1132.84,0.2453,Express,Debit Card
ORD00238617,CUST011091,PROD01042,15-01-2020,17-01-2020,20-01-2020,1,6999.3,1447.41,0.1833,Economy,Debit Card
ORD00113152,CUST012408,PROD01059,16-01-2020,19-01-2020,26-01-2020,2,2098.6,361.39,0.147,Express,Credit Card
ORD00058224,CUST010999,PROD01045,16-01-2020,17-01-2020,21-01-2020,2,46186,9501.17,0.2835,Same Day,Credit Card
ORD00185559,CUST014756,PROD01042,16-01-2020,19-01-2020,21-01-2020,1,6999.3,1669.39,0.1819,Same Day,COD
ORD00065361,CUST012680,PROD01021,16-01-2020,19-01-2020,26-01-2020,1,10500,800.12,0.1693,Same Day,Debit Card
ORD00232040,CUST014992,PROD01039,16-01-2020,18-01-2020,25-01-2020,1,16799.3,2187.71,0.2883,Same Day,Net Banking
ORD00050402,CUST010587,PROD01054,16-01-2020,18-01-2020,23-01-2020,2,62998.6,12486.47,0.1694,Same Day,Debit Card
ORD00126846,CUST012387,PROD01062,16-01-2020,18-01-2020,23-01-2020,1,34993,5242.34,0.281,Economy,Wallet
ORD00093502,CUST010205,PROD01003,16-01-2020,19-01-2020,23-01-2020,3,167790,15424.22,0.1675,Standard,COD
ORD00184498,CUST010555,PROD01003,16-01-2020,19-01-2020,22-01-2020,3,167790,12757.07,0.1148,Standard,Debit Card
ORD00182368,CUST012661,PROD01017,16-01-2020,19-01-2020,26-01-2020,1,27293,2368.11,0.1161,Same Day,Net Banking
ORD00132732,CUST014265,PROD01051,16-01-2020,17-01-2020,20-01-2020,3,62997.9,6199.17,0.1139,Economy,Debit Card
ORD00056883,CUST013474,PROD01063,16-01-2020,17-01-2020,23-01-2020,2,46198.6,5738.91,0.2274,Standard,Debit Card
ORD00086580,CUST014089,PROD01026,16-01-2020,19-01-2020,26-01-2020,1,39199.3,5169.95,0.2709,Express,Net Banking
ORD00086475,CUST013465,PROD01031,17-01-2020,19-01-2020,26-01-2020,1,4899.3,889.01,0.0674,Same Day,UPI
ORD00152377,CUST011095,PROD01032,17-01-2020,18-01-2020,25-01-2020,1,1049.3,171.65,0.2526,Economy,Wallet
ORD00130097,CUST011284,PROD01053,17-01-2020,19-01-2020,26-01-2020,1,34999.3,4046.32,0.1067,Economy,UPI
ORD00122192,CUST013426,PROD01018,17-01-2020,18-01-2020,23-01-2020,2,65786,7193.49,0.2307,Express,Wallet
ORD00175830,CUST012021,PROD01064,17-01-2020,18-01-2020,20-01-2020,1,2796.5,433.11,0.0773,Same Day,UPI
ORD00113693,CUST012249,PROD01011,17-01-2020,18-01-2020,25-01-2020,1,31499.3,3646.68,0.1815,Economy,UPI
ORD00202167,CUST012824,PROD01038,17-01-2020,19-01-2020,23-01-2020,1,29330,3493.15,0.2836,Standard,Wallet
ORD00211046,CUST012301,PROD01054,17-01-2020,18-01-2020,20-01-2020,1,31499.3,2505.2,0.1306,Same Day,Net Banking
ORD00091520,CUST011745,PROD01060,18-01-2020,20-01-2020,27-01-2020,1,2099.3,364.82,0.2314,Same Day,Wallet
ORD00130947,CUST014431,PROD01035,18-01-2020,19-01-2020,23-01-2020,1,1749.3,405.29,0.2549,Economy,Credit Card
ORD00091341,CUST014859,PROD01028,18-01-2020,19-01-2020,26-01-2020,3,31497.9,4523.47,0.1549,Standard,Wallet
ORD00078403,CUST010466,PROD01002,18-01-2020,21-01-2020,23-01-2020,1,10499.3,1108.73,0.2775,Express,Net Banking
ORD00207731,CUST011649,PROD01052,18-01-2020,20-01-2020,22-01-2020,5,279965,33272.87,0.0588,Economy,Wallet
ORD00239275,CUST013254,PROD01021,18-01-2020,21-01-2020,27-01-2020,1,10500,1113.15,0.2369,Express,UPI
ORD00228500,CUST014866,PROD01054,18-01-2020,21-01-2020,27-01-2020,2,62998.6,13351.88,0.2421,Express,COD
ORD00239744,CUST014051,PROD01018,19-01-2020,20-01-2020,26-01-2020,1,32893,2958.14,0.1565,Same Day,UPI
ORD00150159,CUST011774,PROD01010,19-01-2020,21-01-2020,25-01-2020,1,20993,2401.31,0.2016,Same Day,COD
ORD00179070,CUST012038,PROD01043,19-01-2020,20-01-2020,22-01-2020,1,1259.3,259.53,0.072,Standard,UPI
ORD00143066,CUST010627,PROD01062,19-01-2020,21-01-2020,26-01-2020,2,69986,15900.02,0.1826,Express,Debit Card
ORD00197551,CUST010084,PROD01038,19-01-2020,20-01-2020,25-01-2020,1,29330,3706.12,0.181,Economy,Credit Card
ORD00118600,CUST014340,PROD01058,19-01-2020,21-01-2020,25-01-2020,2,1258.6,265.17,0.1973,Express,Credit Card
ORD00139133,CUST011672,PROD01022,19-01-2020,20-01-2020,23-01-2020,2,195986,15170.19,0.2625,Standard,Wallet
ORD00197705,CUST013820,PROD01040,19-01-2020,21-01-2020,23-01-2020,1,4899.3,807.3,0.064,Express,COD
ORD00132378,CUST010370,PROD01027,19-01-2020,20-01-2020,22-01-2020,1,9799.3,1333.65,0.2207,Same Day,COD
ORD00129627,CUST010757,PROD01018,19-01-2020,21-01-2020,23-01-2020,1,32893,3217.85,0.1099,Same Day,COD
ORD00098704,CUST014824,PROD01023,20-01-2020,22-01-2020,29-01-2020,1,59493,6100.44,0.2024,Express,Debit Card
ORD00109938,CUST012392,PROD01050,20-01-2020,22-01-2020,27-01-2020,2,44798.6,4849.99,0.2916,Economy,Net Banking
ORD00232383,CUST011745,PROD01006,20-01-2020,23-01-2020,27-01-2020,1,19599.3,2239.36,0.0669,Economy,Net Banking
ORD00144132,CUST013731,PROD01035,20-01-2020,21-01-2020,24-01-2020,2,3498.6,694.94,0.2308,Same Day,Net Banking
ORD00065053,CUST013049,PROD01029,20-01-2020,23-01-2020,29-01-2020,3,150990,27223.18,0.062,Standard,Wallet
ORD00138397,CUST014607,PROD01032,20-01-2020,23-01-2020,25-01-2020,1,1049.3,293.97,0.2924,Express,COD
ORD00124263,CUST011770,PROD01038,20-01-2020,21-01-2020,27-01-2020,2,58660,11245.02,0.1308,Express,Credit Card
ORD00186589,CUST012993,PROD01061,20-01-2020,23-01-2020,27-01-2020,1,34993,5007.47,0.1824,Standard,Wallet
ORD00093606,CUST013387,PROD01001,20-01-2020,22-01-2020,29-01-2020,2,76998.6,9292.31,0.2235,Same Day,Net Banking
ORD00059729,CUST012136,PROD01061,21-01-2020,23-01-2020,30-01-2020,3,104979,22695.17,0.1653,Economy,COD
ORD00190226,CUST010067,PROD01014,21-01-2020,23-01-2020,25-01-2020,1,7699.3,697.99,0.0591,Standard,UPI
ORD00221483,CUST014073,PROD01035,21-01-2020,22-01-2020,24-01-2020,2,3498.6,986.57,0.2256,Express,Wallet
ORD00154925,CUST010883,PROD01008,21-01-2020,24-01-2020,30-01-2020,2,34998.6,4445.37,0.2856,Standard,Credit Card
ORD00159304,CUST012066,PROD01041,21-01-2020,22-01-2020,24-01-2020,5,12246.5,2242.4,0.2935,Economy,Credit Card
ORD00229189,CUST013687,PROD01002,21-01-2020,23-01-2020,30-01-2020,1,10499.3,1109.67,0.1966,Same Day,UPI
ORD00241884,CUST010083,PROD01040,21-01-2020,22-01-2020,28-01-2020,1,4899.3,951.08,0.0908,Economy,COD
ORD00215365,CUST010918,PROD01042,21-01-2020,23-01-2020,27-01-2020,1,6999.3,1030.39,0.1572,Economy,COD
ORD00071224,CUST011525,PROD01062,21-01-2020,23-01-2020,28-01-2020,1,34993,6170.65,0.1099,Standard,Wallet
ORD00198764,CUST010413,PROD01031,22-01-2020,24-01-2020,31-01-2020,1,4899.3,1325.9,0.1927,Standard,Debit Card
ORD00070518,CUST013911,PROD01010,22-01-2020,25-01-2020,28-01-2020,2,41986,5446.43,0.0719,Economy,Wallet
ORD00058364,CUST012464,PROD01009,22-01-2020,25-01-2020,31-01-2020,1,20993,2889.19,0.2271,Standard,Net Banking
ORD00120529,CUST012911,PROD01053,22-01-2020,25-01-2020,01-02-2020,1,34999.3,4953.35,0.1527,Economy,Credit Card
ORD00092001,CUST010884,PROD01039,22-01-2020,25-01-2020,31-01-2020,1,16799.3,2139.3,0.2792,Express,Wallet
ORD00171002,CUST014922,PROD01007,22-01-2020,24-01-2020,28-01-2020,1,11199.3,1007.37,0.1661,Economy,Wallet
ORD00209696,CUST010376,PROD01039,22-01-2020,24-01-2020,27-01-2020,1,16799.3,2055.42,0.1477,Standard,COD
ORD00140185,CUST013649,PROD01018,22-01-2020,24-01-2020,30-01-2020,5,164465,12787.02,0.0681,Same Day,Wallet
ORD00066618,CUST010597,PROD01045,22-01-2020,25-01-2020,27-01-2020,2,46186,5810.78,0.1391,Economy,Net Banking
ORD00095749,CUST014714,PROD01043,23-01-2020,25-01-2020,30-01-2020,1,1259.3,255.28,0.0841,Economy,Debit Card
ORD00212570,CUST014109,PROD01035,23-01-2020,26-01-2020,28-01-2020,2,3498.6,737.88,0.1417,Standard,Debit Card
ORD00241593,CUST013734,PROD01018,23-01-2020,24-01-2020,28-01-2020,4,131572,14285.33,0.2809,Standard,Credit Card
ORD00057187,CUST011044,PROD01014,23-01-2020,24-01-2020,28-01-2020,1,7699.3,802.32,0.2561,Same Day,Debit Card
ORD00112908,CUST012387,PROD01031,23-01-2020,26-01-2020,01-02-2020,5,24496.5,4350.43,0.061,Same Day,UPI
ORD00068515,CUST010789,PROD01035,23-01-2020,26-01-2020,29-01-2020,1,1749.3,302.06,0.1529,Economy,Debit Card
ORD00180845,CUST011820,PROD01025,23-01-2020,25-01-2020,28-01-2020,1,21630,3530.84,0.2614,Same Day,COD
ORD00102594,CUST010530,PROD01034,23-01-2020,26-01-2020,01-02-2020,1,2099.3,424.88,0.244,Standard,Net Banking
ORD00105664,CUST011683,PROD01019,24-01-2020,27-01-2020,30-01-2020,3,94479,10761.17,0.062,Standard,Credit Card
ORD00180752,CUST012196,PROD01002,24-01-2020,25-01-2020,28-01-2020,1,10499.3,1212.01,0.2653,Express,Wallet
ORD00211671,CUST010687,PROD01018,24-01-2020,26-01-2020,29-01-2020,1,32893,3808.22,0.1829,Economy,Credit Card
ORD00117179,CUST014578,PROD01055,24-01-2020,25-01-2020,28-01-2020,2,12593,2894.44,0.1473,Economy,Debit Card
ORD00107397,CUST014454,PROD01014,24-01-2020,27-01-2020,01-02-2020,4,30797.2,1727.79,0.1051,Standard,UPI
ORD00122086,CUST011544,PROD01033,24-01-2020,25-01-2020,30-01-2020,1,17430,5871.55,0.1642,Same Day,Net Banking
ORD00161204,CUST012719,PROD01010,25-01-2020,26-01-2020,31-01-2020,1,20993,2601.79,0.1955,Same Day,Debit Card
ORD00145722,CUST010180,PROD01009,25-01-2020,28-01-2020,30-01-2020,3,62979,5243.11,0.1807,Same Day,COD
ORD00091185,CUST012921,PROD01052,25-01-2020,28-01-2020,30-01-2020,3,167979,29216.51,0.2622,Economy,COD
ORD00131570,CUST012454,PROD01016,25-01-2020,27-01-2020,31-01-2020,2,76986,7632.18,0.2456,Express,UPI
ORD00137402,CUST014139,PROD01050,25-01-2020,27-01-2020,29-01-2020,1,22399.3,2659.78,0.0649,Economy,COD
ORD00238912,CUST010578,PROD01035,25-01-2020,28-01-2020,02-02-2020,1,1749.3,291.7,0.0886,Economy,Net Banking
ORD00189121,CUST011171,PROD01050,26-01-2020,27-01-2020,29-01-2020,3,67197.9,10502.19,0.223,Same Day,Wallet
ORD00241169,CUST014678,PROD01013,26-01-2020,29-01-2020,03-02-2020,1,90930,17683.92,0.2927,Standard,Wallet
ORD00086683,CUST012157,PROD01064,26-01-2020,27-01-2020,02-02-2020,1,2796.5,235.32,0.2715,Standard,Net Banking
ORD00075154,CUST010955,PROD01061,26-01-2020,27-01-2020,31-01-2020,1,34993,5732.18,0.2674,Same Day,Net Banking
ORD00120389,CUST014544,PROD01038,26-01-2020,28-01-2020,03-02-2020,1,29330,2935.29,0.0931,Economy,Wallet
ORD00097961,CUST010704,PROD01003,26-01-2020,27-01-2020,01-02-2020,1,55930,5003.33,0.0802,Same Day,COD
ORD00078310,CUST014137,PROD01007,26-01-2020,27-01-2020,02-02-2020,1,11199.3,824.33,0.1903,Express,Net Banking
ORD00121718,CUST013292,PROD01034,26-01-2020,29-01-2020,31-01-2020,2,4198.6,1188.97,0.2261,Same Day,COD
ORD00171139,CUST014737,PROD01041,26-01-2020,29-01-2020,31-01-2020,1,2449.3,404.02,0.237,Same Day,Net Banking
ORD00121280,CUST012944,PROD01017,27-01-2020,30-01-2020,04-02-2020,1,27293,3261.68,0.2069,Express,Wallet
ORD00217572,CUST013712,PROD01004,27-01-2020,28-01-2020,30-01-2020,1,41930,2880.89,0.0585,Same Day,Credit Card
ORD00189196,CUST012082,PROD01004,27-01-2020,29-01-2020,04-02-2020,1,41930,3440.77,0.2285,Economy,COD
ORD00234912,CUST013237,PROD01004,28-01-2020,29-01-2020,05-02-2020,1,41930,3768.65,0.2541,Standard,Debit Card
ORD00140400,CUST013794,PROD01026,28-01-2020,29-01-2020,01-02-2020,1,39199.3,9172.95,0.1013,Express,COD
ORD00073168,CUST010290,PROD01056,28-01-2020,31-01-2020,02-02-2020,1,9799.3,2597.38,0.2623,Standard,COD
ORD00094747,CUST014078,PROD01056,28-01-2020,29-01-2020,03-02-2020,1,9799.3,2718.84,0.1166,Express,Debit Card
ORD00217855,CUST012081,PROD01018,28-01-2020,29-01-2020,02-02-2020,1,32893,3418.28,0.0606,Standard,UPI
ORD00078833,CUST013369,PROD01022,28-01-2020,30-01-2020,04-02-2020,1,97993,10874.24,0.2755,Standard,Debit Card
ORD00236441,CUST013056,PROD01014,29-01-2020,01-02-2020,05-02-2020,1,7699.3,574.01,0.1519,Express,COD
ORD00224740,CUST012100,PROD01053,29-01-2020,30-01-2020,04-02-2020,1,34999.3,8285.62,0.2881,Standard,Wallet
ORD00146690,CUST013433,PROD01021,29-01-2020,31-01-2020,02-02-2020,1,10500,1087.53,0.125,Standard,Credit Card
