OrderID,ProductID,Quantity,UnitPrice,Discount,Sales,Profit,OrderDate
O5080,P1065,2,36625.4,0.05,69588.26,30827.36,2024-08-18
O5080,P1068,6,22417.61,0.15,114329.81,-1010.71,2024-08-18
O5080,P1015,8,10193.43,0.0,81547.44,21310.8,2024-08-18
O5081,P1037,3,3806.79,0.0,11420.37,4175.43,2023-03-03
O5081,P1007,7,29458.23,0.0,206207.61,72137.87,2023-03-03
O5081,P1021,6,18326.43,0.2,87966.86,78903.68,2023-03-03
O5081,P1018,3,19165.88,0.0,57497.64,34357.98,2023-03-03
O5081,P1022,10,12863.72,0.0,128637.2,64331.0,2023-03-03
O5082,P1022,2,12863.72,0.15,21868.32,9007.08,2023-03-11
O5083,P1038,5,3129.05,0.05,14862.99,8128.39,2022-06-03
O5083,P1039,1,32810.16,0.0,32810.16,18118.39,2022-06-03
O5083,P1020,9,36522.95,0.2,262965.24,114720.03,2022-06-03
O5083,P1005,9,13217.5,0.2,95166.0,13316.94,2022-06-03
O5083,P1045,3,1585.86,0.0,4757.58,354.45,2022-06-03
O5084,P1041,7,12612.55,0.1,79459.06,41322.22,2022-01-17
O5084,P1050,8,20911.97,0.2,133836.61,57365.49,2022-01-17
O5085,P1037,4,3806.79,0.0,15227.16,5567.24,2022-07-24
O5086,P1010,3,31126.4,0.0,93379.2,34976.13,2022-06-06
O5086,P1074,10,5543.63,0.2,44349.04,16435.14,2022-06-06
O5087,P1003,2,9242.91,0.15,15712.95,6099.57,2023-09-15
O5087,P1068,3,22417.61,0.1,60527.55,2857.29,2023-09-15
O5087,P1056,1,6595.97,0.05,6266.17,2433.11,2023-09-15
O5087,P1054,5,32319.73,0.0,161598.65,88505.5,2023-09-15
O5087,P1042,5,39883.39,0.15,169504.41,76541.96,2023-09-15
O5088,P1012,2,16727.49,0.05,31782.23,23767.61,2023-10-23
O5088,P1057,8,8855.93,0.2,56677.95,-72912.77,2023-10-23
O5088,P1040,8,4769.04,0.1,34337.09,12399.89,2023-10-23
O5089,P1041,2,12612.55,0.2,20180.08,9283.84,2024-03-20
O5089,P1007,9,29458.23,0.0,265124.07,92748.69,2024-03-20
O5089,P1041,9,12612.55,0.2,90810.36,41777.28,2024-03-20
O5090,P1048,7,15090.78,0.1,95071.91,22409.88,2024-10-21
O5091,P1061,7,3643.62,0.0,25505.34,1286.6,2024-10-25
O5091,P1020,4,36522.95,0.2,116873.44,50986.68,2024-10-25
O5091,P1054,5,32319.73,0.2,129278.92,56185.77,2024-10-25
O5091,P1004,2,14203.75,0.2,22726.0,-6028.38,2024-10-25
O5092,P1060,6,13348.69,0.2,64073.71,,2023-08-30
O5093,P1052,1,19194.82,0.1,17275.34,8935.51,2024-12-03
O5094,P1034,5,12074.71,0.0,60373.55,29827.5,2022-11-08
O5094,P1042,10,39883.39,0.05,378892.2,192967.3,2022-11-08
O5094,P1013,7,45134.08,0.2,252750.85,114799.12,2022-11-08
O5095,P1039,6,32810.16,0.15,167331.82,79181.2,2024-07-07
O5095,P1052,6,13331.34,0.1,71989.24,21950.26,2024-07-07
O5096,P1020,4,36522.95,0.05,138787.21,72900.45,2023-11-12
O5097,P1003,5,9242.91,0.1,41593.1,17559.65,2024-08-31
O5097,P1006,5,21642.83,0.2,86571.32,16455.52,2024-08-31
O5098,P1056,6,6595.97,0.0,39575.82,,2024-02-07
O5098,P1057,5,15979.24,0.0,79896.2,-1098.0,2024-02-07
O5098,P1069,7,24311.57,0.0,170180.99,86309.09,2024-02-07
O5098,P1044,5,30704.86,0.2,122819.44,32757.64,2024-02-07
O5099,P1000,6,13970.08,0.2,67056.38,-10107.52,2024-04-12
O5100,P1011,2,32361.01,0.05,61485.92,28241.5,2023-02-05
O5100,P1001,8,9783.71,0.0,78269.68,41313.12,2023-02-05
O5100,P1047,3,1681.15,0.0,5043.45,439.86,2023-02-05
O5100,P1006,6,21642.83,0.0,129856.98,45718.02,2023-02-05
O5101,P1052,9,7420.43,0.0,66783.87,-8274.6,2023-04-10
O5101,P1020,6,36522.95,0.2,175310.16,76480.02,2023-04-10
O5101,P1065,8,36625.4,0.1,263702.88,108659.28,2023-04-10
O5101,P1009,5,34111.64,0.05,162030.29,81124.59,2023-04-10
O5102,P1021,7,12217.02,0.2,68415.31,57841.6,2024-08-06
O5102,P1018,4,19165.88,0.05,72830.34,41977.46,2024-08-06
O5103,P1033,10,27304.43,0.15,232087.65,79219.15,2023-08-01
O5104,P1070,7,6024.93,0.05,40065.78,22049.53,2023-09-17
O5105,P1043,4,15885.13,0.15,54009.44,28521.52,2023-07-28
O5105,P1041,2,12612.55,0.15,21441.34,10545.1,2023-07-28
O5105,P1036,9,35273.31,0.0,317459.79,151984.26,2023-07-28
O5106,P1027,4,4135.98,0.0,16543.92,3638.88,2022-08-29
O5106,P1023,1,13315.79,0.0,13315.79,4030.52,2022-08-29
O5107,P1046,2,1840.41,0.0,3680.82,-20021.4,2024-12-07
O5108,P1020,5,36522.95,0.0,182614.75,100256.3,2022-07-10
O5108,P1034,2,12074.71,0.0,24149.42,11931.0,2022-07-10
O5108,P1050,5,20911.97,0.2,83647.88,35853.43,2022-07-10
O5108,P1044,1,30704.86,0.15,26099.13,8086.77,2022-07-10
O5108,P1036,6,35273.31,0.05,201057.87,90740.85,2022-07-10
O5109,P1012,2,12604.34,0.2,20166.94,12152.32,2023-01-01
O5109,P1030,10,29497.4,0.15,250727.9,106025.0,2023-01-01
O5110,P1011,7,32361.01,0.15,192548.01,76192.54,2024-07-29
O5110,P1032,5,3513.77,0.0,17568.85,911.25,2024-07-29
O5111,P1072,10,21256.54,0.1,191308.86,73741.76,2022-12-20
O5112,P1035,5,6954.57,0.0,34772.85,18641.75,2024-11-25
O5112,P1035,8,6954.57,0.1,50072.9,24263.14,2024-11-25
O5113,P1068,9,22417.61,0.0,201758.49,,2022-12-08
O5114,P1015,6,10193.43,0.0,61160.58,,2024-08-25
O5114,P1063,3,29513.46,0.0,88540.38,46562.85,2024-08-25
O5115,P1063,3,29513.46,0.0,88540.38,46562.85,2023-03-21
O5116,P1045,10,1585.86,0.15,13479.81,-1197.29,2022-04-29
O5116,P1050,3,20911.97,0.0,62735.91,34059.24,2022-04-29
O5116,P1008,5,4819.76,0.05,22893.86,12318.96,2022-04-29
O5117,P1001,2,9783.71,0.0,19567.42,10328.28,2022-06-16
O5118,P1006,3,21642.83,0.05,61682.07,19612.59,2022-06-15
O5118,P1071,9,23321.68,0.1,188905.61,81162.29,2022-06-15
O5119,P1037,8,3806.79,0.0,30454.32,11134.48,2022-12-05
O5120,P1046,9,4968.13,0.15,38006.19,-68653.8,2023-07-05
O5120,P1048,7,15090.78,0.05,100353.69,27691.66,2023-07-05
O5121,P1019,4,31254.04,0.1,112514.54,57493.1,2022-07-11
O5122,P1024,10,16191.61,0.15,137628.68,24477.78,2024-12-29
O5123,P1054,1,32319.73,0.05,30703.74,16085.11,2022-12-12
O5123,P1035,1,6954.57,0.1,6259.11,3032.89,2022-12-12
O5123,P1063,3,29513.46,0.2,70832.3,28854.77,2022-12-12
O5124,P1035,6,6954.57,0.15,35468.31,16110.99,2022-11-06
O5125,P1024,5,16191.61,0.15,68814.34,12238.89,2023-05-23
O5125,P1064,1,18383.36,0.2,14706.69,282.21,2023-05-23
O5125,P1018,8,19165.88,0.15,130327.98,68622.22,2023-05-23
O5125,P1018,9,19165.88,0.0,172492.92,103073.94,2023-05-23
O5126,P1011,2,32361.01,0.1,58249.82,25005.4,2022-10-05
O5127,P1018,6,19165.88,0.0,114995.28,68715.96,2023-02-06
O5128,P1006,9,21642.83,0.15,165567.65,39359.21,2022-11-06
O5128,P1005,10,13217.5,0.1,118957.5,28014.1,2022-11-06
O5129,P1069,3,24311.57,0.1,65641.24,29696.14,2022-10-10
O5129,P1010,9,31126.4,0.05,266130.72,90921.51,2022-10-10
O5130,P1023,9,13315.79,0.0,119842.11,36274.68,2023-07-21
O5130,P1073,5,20265.78,0.1,91196.01,23893.16,2023-07-21
O5130,P1028,10,2337.44,0.1,21036.96,6458.46,2023-07-21
O5131,P1039,3,32810.16,0.05,93508.96,49433.65,2022-05-12
O5132,P1028,5,2337.44,0.0,11687.2,4397.95,2022-07-29
O5133,P1001,3,9783.71,0.0,29351.13,15492.42,2024-09-19
O5133,P1042,5,39883.39,0.0,199416.95,106454.5,2024-09-19
O5134,P1049,8,22828.96,0.0,182631.68,95617.04,2024-08-04
O5134,P1063,1,29513.46,0.0,29513.46,15520.95,2024-08-04
O5135,P1034,9,12074.71,0.05,103238.77,48255.88,2024-06-20
O5135,P1018,7,19165.88,0.15,114036.99,60044.45,2024-06-20
O5136,P1051,10,4146.72,0.0,41467.2,20790.7,2022-07-11
O5137,P1062,9,16643.79,0.0,149794.11,-17111.43,2022-02-17
O5137,P1020,2,36522.95,0.1,65741.31,32797.93,2022-02-17
O5137,P1067,3,23222.13,0.0,69666.39,39197.07,2022-02-17
O5137,P1028,4,2337.44,0.0,9349.76,3518.36,2022-02-17
O5137,P1022,5,12863.72,0.15,54670.81,22517.71,2022-02-17
O5138,P1000,8,13970.08,0.2,89408.51,-13476.69,2023-08-03
O5139,P1074,1,5543.63,0.15,4712.09,1920.7,2022-02-18
O5140,P1037,10,3806.79,0.2,30454.32,6304.52,2022-12-05
O5140,P1012,9,9872.2,0.2,71079.84,35014.05,2022-12-05
O5140,P1040,3,4769.04,0.1,12876.41,4649.96,2022-12-05
O5140,P1025,3,29286.7,0.05,83467.1,29536.43,2022-12-05
O5140,P1070,9,6024.93,0.0,54224.37,31060.62,2022-12-05
O5141,P1074,7,5543.63,0.0,38805.41,19265.68,2022-12-17
O5142,P1023,2,13315.79,0.2,21305.26,2734.72,2023-01-11
O5142,P1001,1,9783.71,0.0,9783.71,5164.14,2023-01-11
O5142,P1021,9,3175.09,0.2,22860.65,9265.88,2023-01-11
O5143,P1019,2,31254.04,0.05,59382.68,31871.96,2024-06-01
O5144,P1012,2,14274.1,0.15,24265.97,16251.35,2023-12-19
O5145,P1052,7,7037.98,0.2,39412.69,-18966.12,2023-08-19
O5145,P1030,1,29497.4,0.0,29497.4,15027.11,2023-08-19
O5145,P1003,6,9242.91,0.15,47138.84,18298.7,2023-08-19
O5145,P1003,5,9242.91,0.0,46214.55,22181.1,2023-08-19
O5145,P1034,6,12074.71,0.2,57958.61,21303.35,2023-08-19
O5146,P1032,3,3513.77,0.0,10541.31,546.75,2022-12-04
O5147,P1068,4,22417.61,0.15,76219.87,,2024-08-30
O5147,P1074,6,5543.63,0.0,33261.78,16513.44,2024-08-30
O5148,P1016,0,37297.53,0.05,70865.31,33373.79,2024-06-23
O5149,P1006,3,21642.83,0.0,64928.49,22859.01,2023-09-05
O5150,P1016,3,37297.53,0.1,100703.33,44466.05,2023-03-22
O5151,P1028,9,2337.44,0.0,21036.96,7916.31,2024-12-06
O5151,P1014,3,11246.58,0.0,33739.74,16628.1,2024-12-06
O5151,P1003,2,9242.91,0.0,18485.82,8872.44,2024-12-06
O5152,P1063,7,29513.46,0.0,206594.22,108646.65,2023-01-23
O5152,P1040,5,4769.04,0.0,23845.2,10134.45,2023-01-23
O5153,P1051,4,4146.72,0.15,14098.85,5828.25,2024-06-15
O5154,P1053,9,26105.52,0.2,187959.74,69713.96,2022-08-01
O5154,P1016,8,37297.53,0.1,268542.22,118576.14,2022-08-01
O5154,P1043,7,15885.13,0.1,100076.32,55472.46,2022-08-01
O5154,P1013,2,45134.08,0.1,81241.34,41826.56,2022-08-01
O5154,P1035,8,6954.57,0.0,55636.56,29826.8,2022-08-01
O5155,P1010,8,31126.4,0.0,249011.2,93269.68,2024-07-15
O5155,P1050,6,20911.97,0.15,106651.05,49297.71,2024-07-15
O5155,P1066,5,17004.58,0.1,76520.61,1471.01,2024-07-15
O5155,P1051,4,4146.72,0.0,16586.88,8316.28,2024-07-15
O5156,P1074,6,5543.63,0.2,26609.42,9861.08,2023-10-21
O5156,P1063,10,29513.46,0.1,265621.14,125696.04,2023-10-21
O5156,P1026,3,12159.28,0.05,34653.95,3788.09,2023-10-21
O5156,P1009,9,34111.64,0.0,307004.76,161374.5,2023-10-21
O5157,P1056,4,6595.97,0.05,25064.69,9732.45,2024-04-17
O5157,P1042,9,39883.39,0.1,323055.46,155723.05,2024-04-17
O5157,P1041,2,12612.55,0.0,25225.1,14328.86,2024-04-17
O5157,P1050,5,20911.97,0.1,94103.86,46309.41,2024-04-17
O5158,P1028,10,2337.44,0.05,22205.68,7627.18,2022-01-17
O5159,P1049,2,22828.96,0.05,43375.02,21621.36,
O5160,P1073,3,20265.78,0.05,57757.47,17375.76,2023-09-24
O5160,P1067,3,23222.13,0.2,55733.11,25263.79,2023-09-24
O5160,P1037,3,3806.79,0.0,11420.37,4175.43,2023-09-24
O5160,P1020,10,36522.95,0.0,365229.5,200512.6,2023-09-24
O5160,P1047,6,1681.15,0.1,9078.21,-128.97,2023-09-24
O5161,P1000,4,13970.08,0.0,55880.32,4437.72,2024-03-20
O5161,P1056,8,6595.97,0.15,44852.6,14188.12,2024-03-20
O5162,P1040,8,4769.04,0.15,32429.47,10492.27,2024-03-22
O5162,P1012,4,1948.49,0.0,7793.96,-8235.28,2024-03-22
O5163,P1018,1,19165.88,0.2,15332.7,7619.48,2023-07-13
O5164,P1050,4,20911.97,0.1,75283.09,37047.53,2024-02-17
O5164,P1028,3,2337.44,0.05,6661.7,2288.15,2024-02-17
O5164,P1066,5,17004.58,0.15,72269.47,-2780.13,2024-02-17
O5164,P1074,4,5543.63,0.0,22174.52,11008.96,2024-02-17
O5165,P1069,6,24311.57,0.1,131282.48,59392.28,2022-06-15
O5166,P1001,10,9783.71,0.1,88053.39,41857.69,2023-07-11
O5167,P1025,2,29286.7,0.0,58573.4,22619.62,2022-03-18
O5167,P1046,5,18851.67,0.0,94258.35,35002.8,2022-03-18
O5168,P1013,9,45134.08,0.05,385896.38,208529.87,2024-09-20
O5168,P1033,6,27304.43,0.15,139252.59,47531.49,2024-09-20
O5169,P1001,8,9783.71,0.0,78269.68,,2022-04-23
O5169,P1019,4,31254.04,0.1,112514.54,57493.1,2022-04-23
O5169,P1054,7,32319.73,0.2,180990.49,78660.08,2022-04-23
O5170,P1029,10,9590.58,0.15,81519.93,29739.93,2024-11-23
O5170,P1065,6,36625.4,0.15,186789.54,70506.84,2024-11-23
O5170,P1028,1,2337.44,0.0,2337.44,879.59,2024-11-23
O5170,P1003,8,9242.91,0.05,70246.12,31792.6,2024-11-23
O5171,P1024,7,16191.61,0.2,90673.02,11467.39,2022-11-19
O5171,P1052,7,17446.92,0.0,122128.44,63749.63,2022-11-19
O5172,P1059,6,42287.21,0.2,202978.61,91726.19,2023-04-20
O5172,P1025,10,29286.7,0.0,292867.0,113098.1,2023-04-20
O5173,P1054,1,32319.73,0.0,32319.73,17701.1,2022-05-07
O5173,P1006,1,21642.83,0.1,19478.55,5455.39,2022-05-07
O5174,P1007,7,29458.23,0.1,185586.85,51517.11,2022-03-26
O5174,P1021,9,13429.72,0.0,120867.48,107272.71,2022-03-26
O5174,P1014,7,11246.58,0.1,70853.45,30926.29,2022-03-26
O5174,P1045,5,1585.86,0.0,7929.3,590.75,2022-03-26
O5175,P1050,5,20911.97,0.0,104559.85,56765.4,2023-03-07
O5176,P1022,5,12863.72,0.0,64318.6,32165.5,2023-12-29
O5177,P1051,4,4146.72,0.1,14928.19,6657.59,2024-10-18
O5178,P1073,8,20265.78,0.05,154019.93,46335.37,2024-10-01
O5178,P1056,7,6595.97,0.0,46171.79,19340.37,2024-10-01
O5179,P1003,9,9242.91,0.1,74867.57,31607.36,2023-12-31
O5179,P1033,8,27304.43,0.2,174748.35,52453.55,2023-12-31
O5180,P1022,7,12863.72,0.0,90046.04,45031.7,2023-10-01
O5180,P1038,7,3129.05,0.0,21903.35,12474.91,2023-10-01
